SiteName,GeoID,GeoName,LoadDate,ProductID,Channel,SiteVisit,Bounce,SessionDuration(sec),PageView,AudioComplete,PDFDownload,SignupAttemps,StartDate,EndDate,TimeBucket
www.gov.in,1,India,27-May-21,1002345,refferal,565,411,64,40,4,18,13,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,21-Mar-21,1002345,Display,570,405,92,38,15,11,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,4-Apr-21,1002345,Direct,559,420,99,32,4,5,5,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,9-Jun-21,1002345,Direct,565,409,71,34,3,16,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,30-Nov-21,1002345,Display,577,417,55,30,14,18,5,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,30-Aug-21,1002345,Display,553,413,92,30,11,6,9,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,13-Mar-21,1002345,Display,559,422,40,25,5,14,9,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,31-May-21,1002345,Direct,561,404,57,27,10,6,2,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,2-Jan-21,1002345,refferal,572,423,35,27,11,8,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,16-Jun-21,1002345,Direct,556,405,99,36,14,4,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,11-Jun-21,1002345,Display,556,404,38,33,6,6,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,6-Oct-21,1002345,Direct,554,429,84,26,6,5,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,14-Aug-21,1002345,Direct,557,428,110,35,5,7,5,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,22-May-21,1002345,Direct,552,403,101,32,12,2,8,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,22-Nov-21,1002345,Direct,565,420,45,28,8,10,1,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,16-Aug-21,1002345,refferal,574,405,62,30,12,8,2,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,29-Sep-21,1002345,Direct,577,417,57,39,16,9,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,23-Nov-21,1002345,Direct,561,428,114,24,3,9,14,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,10-Mar-21,1002345,refferal,553,418,36,24,13,5,13,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,28-Jan-21,1002345,Direct,550,424,80,29,10,4,2,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,3-Dec-21,1002345,Direct,560,423,109,28,13,15,1,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,6-Feb-21,1002345,Direct,567,418,43,27,8,2,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,16-May-21,1002345,Direct,554,410,106,23,15,11,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,17-Apr-21,1002345,refferal,569,416,39,37,12,10,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,22-May-21,1002345,Direct,562,414,98,24,9,16,5,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,10-Aug-21,1002345,Display,570,400,115,38,3,7,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,19-Jun-21,1002345,Display,569,401,117,33,1,17,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,3-Jun-21,1002345,Direct,566,413,47,26,12,12,9,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,23-Oct-21,1002345,refferal,555,403,51,39,11,9,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,19-Jun-21,1002345,refferal,553,428,96,25,10,6,10,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,4-Nov-21,1002345,refferal,554,427,36,39,3,13,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,28-Aug-21,1002345,Direct,560,401,98,34,15,8,1,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,28-Oct-21,1002345,Direct,562,425,108,20,10,5,7,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,9-Dec-21,1002345,Display,568,430,37,39,3,5,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,5-Apr-21,1002345,Display,579,400,119,37,9,16,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,4-Jun-21,1002345,Direct,554,421,30,28,14,11,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,28-Feb-21,1002345,refferal,572,411,117,37,14,4,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,11-Oct-21,1002345,Display,568,428,84,33,15,6,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,26-May-21,1002345,Direct,550,408,100,21,3,16,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,16-Mar-21,1002345,refferal,577,425,51,36,13,18,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,7-Jul-21,1002345,refferal,576,422,115,36,7,3,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,6-Dec-21,1002345,Display,559,417,97,22,16,1,10,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,24-Jul-21,1002345,refferal,571,410,85,23,16,4,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,7-Mar-21,1002345,Direct,576,405,103,38,14,1,10,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,14-Oct-21,1002345,refferal,565,408,32,20,15,3,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,23-Jan-21,1002345,Display,560,401,69,23,10,10,2,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,20-Apr-21,1002345,Display,563,412,84,30,11,11,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,6-Sep-21,1002345,refferal,573,429,97,40,13,5,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,26-Oct-21,1002345,Direct,565,412,105,25,2,2,1,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,26-Apr-21,1002345,Direct,575,402,65,39,16,5,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,20-Oct-21,1002345,Direct,579,424,55,40,4,7,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,25-May-21,1002345,Direct,574,417,33,39,12,3,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,24-Apr-21,1002345,Display,574,405,49,27,7,11,1,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,28-May-21,1002345,Display,550,413,118,31,9,15,14,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,25-Nov-21,1002345,Display,552,400,43,40,11,16,11,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,19-Nov-21,1002345,Direct,553,402,37,30,7,17,14,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,7-Apr-21,1002345,Direct,552,418,100,20,5,12,6,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,25-Jun-21,1002345,Display,567,429,88,25,12,10,2,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,25-Aug-21,1002345,refferal,571,406,103,40,12,18,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,24-Apr-21,1002345,refferal,557,403,111,28,5,2,5,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,5-May-21,1002345,Direct,578,428,53,23,8,15,10,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,23-May-21,1002345,Display,555,415,68,23,8,14,2,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,8-Jul-21,1002345,Direct,566,419,94,23,3,12,1,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,8-Mar-21,1002345,Display,551,418,82,35,3,1,8,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,9-Aug-21,1002345,Display,561,411,76,37,12,7,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,16-Dec-21,1002345,refferal,563,425,99,25,11,3,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,11-Dec-21,1002345,refferal,578,406,35,36,1,4,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,26-Feb-21,1002345,Direct,576,404,95,28,12,8,10,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,7-Jan-21,1002345,refferal,568,424,48,29,12,13,13,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,28-Aug-21,1002345,Display,572,419,67,25,8,6,5,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,29-Jan-21,1002345,refferal,560,414,63,29,12,3,2,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,5-Dec-21,1002345,refferal,561,426,103,29,12,2,15,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,22-Sep-21,1002345,Display,566,403,96,32,6,3,11,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,7-Jan-21,1002345,refferal,553,400,59,39,5,5,8,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,9-Sep-21,1002345,refferal,557,424,88,25,8,18,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,9-Oct-21,1002345,refferal,554,414,63,26,13,1,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,24-Sep-21,1002345,Display,559,412,46,24,13,8,9,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,7-Jul-21,1002345,Direct,576,400,96,35,6,5,5,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,15-Jul-21,1002345,refferal,578,424,40,33,3,3,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,16-Feb-21,1002345,refferal,558,419,33,39,1,9,13,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,25-Apr-21,1002345,refferal,566,420,118,33,8,4,14,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,28-Nov-21,1002345,refferal,564,414,58,22,1,18,10,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,9-Mar-21,1002345,Display,565,410,32,30,10,17,1,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,30-May-21,1002345,Display,578,412,99,39,7,17,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,30-Nov-21,1002345,refferal,560,429,95,40,15,15,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,31-May-21,1002345,Display,578,404,93,31,6,14,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,23-May-21,1002345,Display,564,422,106,20,3,13,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,21-Nov-21,1002345,Direct,571,413,52,35,2,11,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,14-Jun-21,1002345,Direct,570,403,67,22,16,13,10,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,4-Sep-21,1002345,Direct,561,402,65,40,11,6,11,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,21-Aug-21,1002345,refferal,575,407,54,40,4,2,3,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,7-May-21,1002345,Display,551,416,41,25,2,1,14,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,30-Jun-21,1002345,Direct,574,415,32,31,16,2,4,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,30-Mar-21,1002345,Direct,578,400,97,34,14,11,14,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,20-Jan-21,1002345,refferal,555,419,47,22,7,5,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,28-Apr-21,1002345,refferal,551,403,91,35,13,7,5,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,11-Sep-21,1002345,Display,567,428,94,36,6,1,14,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,1-Jun-21,1002345,Direct,553,408,108,28,2,17,14,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,23-Mar-21,1002345,Direct,578,401,33,28,3,8,12,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,2-Jun-21,1002345,refferal,559,400,111,26,1,17,9,1-Jan-21,20-Dec-21,YTD
www.gov.in,1,India,1-Apr-21,1002345,Direct,578,429,102,28,11,12,9,1-Jan-21,20-Dec-21,YTD
